locality,state,postcode,count
Omeo,VIC,3898,742
Kimba,SA,5641,742
Salt Ash,NSW,2318,741
Birdwood,SA,5234,741
Chatsworth,QLD,4570,740
Monash,SA,5342,740
Mount Nathan,QLD,4211,739
Menzies,WA,6436,739
East Kempsey,NSW,2440,738
Junction Hill,NSW,2460,738
Gordon,VIC,3345,738
Highvale,QLD,4520,738
Garden Suburb,NSW,2289,737
Tomago,NSW,2322,737
Tivoli,QLD,4305,737
Peterhead,SA,5016,737
St Georges,SA,5064,737
Abbey,WA,6280,737
Somerton,VIC,3062,736
Kallista,VIC,3791,736
Proston,QLD,4613,736
Dunkeld,VIC,3294,735
Kaniva,VIC,3419,735
Mount Beauty,VIC,3699,735
Blanchetown,SA,5357,735
Corrigin,WA,6375,735
Devon Park,SA,5008,733
South Durras,NSW,2536,731
Devon Meadows,VIC,3977,731
Tusmore,SA,5065,731
Cummins,SA,5631,731
Montello,TAS,7320,730
Peachester,QLD,4519,729
Coolgardie,WA,6429,729
Springbrook,QLD,4213,728
Bremer Bay,WA,6338,727
Pearl Beach,NSW,2256,726
Currie,TAS,7256,726
Binnaway,NSW,2395,725
Worrowing Heights,NSW,2540,725
Yankalilla,SA,5203,725
Wattle Glen,VIC,3096,724
Stuart,QLD,4811,724
Exeter,SA,5019,724
Jingili,NT,0810,723
Huntleys Cove,NSW,2111,723
Wongawallan,QLD,4210,723
Clapham,SA,5062,723
Gagebrook,TAS,7030,723
Stanwell Park,NSW,2508,722
Wonga Beach,QLD,4873,722
Bakers Hill,WA,6562,722
Black Mountain,QLD,4563,721
Bunya,QLD,4055,720
Woodhill,QLD,4285,720
Waterloo Corner,SA,5110,720
Farley,NSW,2320,719
Park Ridge South,QLD,4125,719
Mount Pleasant,SA,5235,719
Mathoura,NSW,2710,718
Bundalong,VIC,3730,718
Glenfield,WA,6532,717
Catherine Hill Bay,NSW,2281,716
Russell Vale,NSW,2517,716
Renwick,NSW,2575,716
Haven,VIC,3401,715
Hazelmere,WA,6055,714
Bobs Farm,NSW,2316,713
Stroud,NSW,2425,713
Mount Dandenong,VIC,3767,713
Brunswick,WA,6224,713
Wiluna,WA,6646,713
Acton,TAS,7320,713
Tuggerawong,NSW,2259,712
Arcadia Vale,NSW,2283,712
Badger Creek,VIC,3777,712
West Lamington,WA,6430,712
Wye River,VIC,3234,711
Kalorama,VIC,3766,711
Tennyson,SA,5022,711
Laura,SA,5480,711
Anstead,QLD,4070,710
Nakara,NT,0810,708
Peak Crossing,QLD,4306,708
Hatton Vale,QLD,4341,707
Helidon,QLD,4344,705
Rosslyn Park,SA,5072,705
Seaspray,VIC,3851,704
Cannon Valley,QLD,4800,704
Sinclair,WA,6450,704
Hazelwood North,VIC,3840,703
Poona,QLD,4650,703
Warragamba,NSW,2752,702
Marlo,VIC,3888,702
Newtown,QLD,4305,702
Wulkuraka,QLD,4305,702
Goombungee,QLD,4354,702
Port Wakefield,SA,5550,702
Ashfield,WA,6054,702
New Town,SA,5554,701
Webberton,WA,6530,701
Kilaben Bay,NSW,2283,700
Townsend,NSW,2463,700
Clayton Bay,SA,5256,700
Harcourt,VIC,3453,699
Mandogalup,WA,6167,699
Franklin,TAS,7113,699
Clemton Park,NSW,2206,698
Lake Boga,VIC,3584,698
Menzies,QLD,4825,698
Upper Swan,WA,6069,697
Violet Town,VIC,3669,696
Belmont South,NSW,2280,695
Bowen Mountain,NSW,2753,695
Hotham Heights,VIC,3741,695
Gardenvale,VIC,3185,694
Ocean Beach,WA,6333,694
Alice Springs,NT,0870,693
Springvale,NSW,2650,693
Maraylya,NSW,2765,693
Wandong,VIC,3758,693
Mount Garnet,QLD,4872,693
Croydon,SA,5008,693
Bowraville,NSW,2449,692
Bringelly,NSW,2556,692
Bellbrae,VIC,3228,692
Wattleup,WA,6166,691
Worrolong,SA,5291,690
Kurrimine Beach,QLD,4871,689
Sefton Park,SA,5083,689
Paringa,SA,5340,689
Lake Tyers Beach,VIC,3909,688
Nar Nar Goon North,VIC,3812,687
Springfield Central,QLD,4300,687
Samford Village,QLD,4520,687
Tarcoola Beach,WA,6530,687
Wanguri,NT,0810,686
Fish Creek,VIC,3959,686
St Marys,TAS,7215,686
Ferny Creek,VIC,3786,685
Bagdad,TAS,7030,684
Manningham,SA,5086,683
Chittering,WA,6084,683
Berkshire Park,NSW,2765,682
Woombah,NSW,2469,681
Porepunkah,VIC,3740,681
Hilton,SA,5033,681
Port Victoria,SA,5573,681
Clontarf,NSW,2093,680
Geurie,NSW,2818,680
Middleton Beach,WA,6330,680
Nemingha,NSW,2340,679
Wahgunyah,VIC,3687,679
Canada Bay,NSW,2046,678
Kurrajong Heights,NSW,2758,678
Glenlee,QLD,4711,677
Seven Mile Beach,TAS,7170,676
Raymond Island,VIC,3880,675
Dalyston,VIC,3992,675
Glossop,SA,5344,675
Belgrave South,VIC,3160,674
Nar Nar Goon,VIC,3812,674
Booie,QLD,4610,674
Hope Vale,QLD,4895,674
Miena,TAS,7030,674
Mayfield,TAS,7248,674
Hawley Beach,TAS,7307,674
Marysville,VIC,3779,673
Trinity Gardens,SA,5068,672
Stieglitz,TAS,7216,672
Marrara,NT,0812,671
Rippleside,VIC,3215,671
Avondale,QLD,4670,671
Julia Creek,QLD,4823,670
Darlington,SA,5047,670
Lake Tabourie,NSW,2539,669
Chewton,VIC,3451,668
Tanawha,QLD,4556,668
Bushmead,WA,6055,667
Mount Saint Thomas,NSW,2500,666
Port Campbell,VIC,3269,666
Mitchell Park,VIC,3355,666
Thagoona,QLD,4306,666
Royston Park,SA,5070,666
Point Turton,SA,5575,666
North Lismore,NSW,2480,665
North Batemans Bay,NSW,2536,665
Coomealla,NSW,2717,665
Alton Downs,QLD,4702,665
Oxley,ACT,2903,664
Boolarra,VIC,3870,664
Kamerunga,QLD,4870,664
Tomerong,NSW,2540,663
Boort,VIC,3537,663
Witta,QLD,4552,663
Herberton,QLD,4887,663
Gledhow,WA,6330,663
Holroyd,NSW,2142,662
Jilliby,NSW,2259,662
West Haven,NSW,2443,662
Woodstock,VIC,3751,661
Nulsen,WA,6450,661
Eastern Creek,NSW,2766,660
Bangholme,VIC,3175,660
Mullewa,WA,6630,660
Rose Bay,TAS,7015,660
Lower Beechmont,QLD,4211,659
Ravensthorpe,WA,6346,659
Farrar,NT,0830,658
Wilcannia,NSW,2836,658
Keilor Lodge,VIC,3038,658
Williamtown,NSW,2318,657
Lethbridge,VIC,3332,657
Willowbank,QLD,4306,657
Nobby,QLD,4360,657
Pacific Heights,QLD,4703,657
Bouvard,WA,6211,657
Eden Park,VIC,3757,656
Coes Creek,QLD,4560,656
Jones Hill,QLD,4570,656
American River,SA,5221,656
Murchison,VIC,3610,655
Killara,VIC,3691,655
Coledale,NSW,2515,654
Smiths Beach,VIC,3922,654
South Kolan,QLD,4670,654
Greenock,SA,5360,654
South Carnarvon,WA,6701,654
Willoughby East,NSW,2068,653
Hume,ACT,2620,653
Wurruk,VIC,3850,653
Burbank,QLD,4156,653
Mount Isa City,QLD,4825,653
Bolwarra,NSW,2320,652
Mallala,SA,5502,652
Bucca,QLD,4670,651
Wilmington,SA,5485,651
Laidley Heights,QLD,4341,650
Dalwallinu,WA,6609,650
Cressy,TAS,7302,650
Mount Keira,NSW,2500,649
Bemboka,NSW,2550,649
Boat Harbour,NSW,2316,648
Moonbi,NSW,2353,648
Murtoa,VIC,3390,648
Dinmore,QLD,4303,648
Seacombe Heights,SA,5047,648
Jarrahdale,WA,6124,648
Girraween,NT,0836,647
Chatswood West,NSW,2067,647
Shoal Point,QLD,4750,646
Lucindale,SA,5272,646
Pink Lake,WA,6450,646
Nubeena,TAS,7184,646
Cudmirrah,NSW,2540,645
Ariah Park,NSW,2665,645
Hamley Bridge,SA,5401,645
Dundee Beach,NT,0840,644
Flowerdale,VIC,3717,644
Sadliers Crossing,QLD,4305,644
Sharon,QLD,4670,644
Buttaba,NSW,2283,643
Yinnar,VIC,3869,642
Railton,TAS,7305,642
Wyee Point,NSW,2259,641
Herbert,NT,0836,640
Ciccone,NT,0870,640
Cardiff Heights,NSW,2285,640
Fernhill,NSW,2519,640
Malmsbury,VIC,3446,640
Beechmont,QLD,4211,640
Boston,SA,5607,640
Wooli,NSW,2462,639
Gingin,WA,6503,639
Hillier,SA,5116,638
The Gap,QLD,4825,637
Morisset Park,NSW,2264,636
Kinglake West,VIC,3757,636
South Arm,TAS,7022,635
Roseville Chase,NSW,2069,634
Ulmarra,NSW,2462,634
Low Head,TAS,7253,634
Tinonee,NSW,2430,633
Crafers West,SA,5152,633
Burnley,VIC,3121,632
Toongabbie,VIC,3856,632
Toorbul,QLD,4510,631
Gepps Cross,SA,5094,631
Tralee,ACT,2620,630
Newlands Arm,VIC,3875,630
Benambra,VIC,3900,630
Trunding,QLD,4874,630
Netherby,SA,5062,629
Milpara,WA,6330,629
Eaglehawk Neck,TAS,7179,629
Gunning,NSW,2581,628
Kersbrook,SA,5231,628
Grose Vale,NSW,2753,627
Flaxton,QLD,4560,626
Goomalling,WA,6460,626
Silverleaves,VIC,3922,625
Blackstone,QLD,4304,625
Quairading,WA,6383,625
Robin Hill,NSW,2795,624
Kowanyama,QLD,4892,624
South Gundagai,NSW,2722,623
Kurwongbah,QLD,4503,623
Hillcrest,TAS,7320,623
Cobargo,NSW,2550,621
Euston,NSW,2737,621
Batesford,VIC,3213,621
Hopetoun,VIC,3396,621
Strathmerton,VIC,3641,621
Lismore,VIC,3324,620
Toora,VIC,3962,620
Booleroo Centre,SA,5482,620
Carwoola,ACT,2620,619
Verrierdale,QLD,4562,618
Newstead,VIC,3462,617
Tinbeerwah,QLD,4563,616
Snowtown,SA,5520,616
Inglewood,VIC,3517,615
Bruthen,VIC,3885,615
Marion Bay,SA,5575,615
North Dandalup,WA,6207,615
Barragup,WA,6209,615
Campania,TAS,7026,615
Fairhaven,VIC,3231,614
Ingleside,NSW,2101,613
Carss Park,NSW,2221,613
Mount Ousley,NSW,2519,613
Semaphore South,SA,5019,613
Tallong,NSW,2579,612
Buxton,QLD,4660,612
Gawler West,SA,5118,612
Herdsmans Cove,TAS,7030,612
Penshurst,VIC,3289,611
Cape Schanck,VIC,3939,611
Regency Park,SA,5010,611
Waterview Heights,NSW,2460,610
Stockleigh,QLD,4280,610
Wattle Camp,QLD,4615,610
Depot Hill,QLD,4700,610
Woodforde,SA,5072,610
Saddleworth,SA,5413,609
Hidden Valley,QLD,4703,608
Orroroo,SA,5431,608
Goodwood,TAS,7010,607
Valley Heights,NSW,2777,606
Sun Valley,QLD,4680,606
St Lawrence,QLD,4707,606
Midge Point,QLD,4799,606
Dampier,WA,6713,606
Snug,TAS,7054,606
Ninderry,QLD,4561,605
Binalong,NSW,2584,604
Mundijong,WA,6123,604
Cranbrook,WA,6321,604
Gnowangerup,WA,6335,604
Walpole,WA,6398,604
Chiton,SA,5211,603
Dunwich,QLD,4183,602
Shaw,QLD,4818,602
Callington,SA,5254,601
Paterson,NSW,2421,600
Valla,NSW,2448,600
Wyalong,NSW,2671,600
Collarenebri,NSW,2833,600
Oatlands,TAS,7120,600
Wardell,NSW,2477,599
Swan Reach,VIC,3903,599
Maryborough West,QLD,4650,599
Machans Beach,QLD,4878,599
Woorree,WA,6530,599
Woodpark,NSW,2164,598
Killcare Heights,NSW,2257,598
Tottenham,NSW,2873,598
Pie Creek,QLD,4570,598
Meeniyan,VIC,3956,597
Walliston,WA,6076,597
Leyburn,QLD,4365,596
Bamaga,QLD,4876,595
Holmesville,NSW,2286,594
West Richmond,SA,5033,594
Woodburn,NSW,2472,593
Falls Creek,VIC,3699,593
Port Pirie,SA,5540,593
Ledge Point,WA,6043,593
Tambo,QLD,4478,592
Mount Vernon,NSW,2178,590
Killcare,NSW,2257,590
Thangool,QLD,4716,590
Shadforth,WA,6333,590
Arcadia,NSW,2159,589
Mons,QLD,4556,589
Silvan,VIC,3795,588
Moorooduc,VIC,3933,588
Fingal,VIC,3939,588
Grasstree Beach,QLD,4740,588
Bluewater,QLD,4818,588
Mylor,SA,5153,588
Fisherman Bay,SA,5522,588
Broadwater,NSW,2472,586
Cape Jervis,SA,5204,586
Wellington East,SA,5259,586
Seaham,NSW,2324,585
South Stradbroke,QLD,4216,585
Glenview,QLD,4553,584
Berrara,NSW,2540,583
Cabarlah,QLD,4352,583
Uranquinty,NSW,2652,581
Belgrave Heights,VIC,3160,581
Tangambalanga,VIC,3691,580
Bouldercombe,QLD,4702,580
Preston Beach,WA,6215,580
Aramac,QLD,4726,579
Curlewis,NSW,2381,578
Raglan,NSW,2795,578
Strathdickie,QLD,4800,578
Joslin,SA,5070,578
North Shore,VIC,3214,577
Smythesdale,VIC,3351,577
Toolooa,QLD,4680,577
Tantanoola,SA,5280,577
Ewingsdale,NSW,2481,576
Denhams Beach,NSW,2536,576
Wallaga Lake,NSW,2546,576
Port Germein,SA,5495,576
Old Erowal Bay,NSW,2540,575
Symonston,ACT,2609,575
Apple Tree Creek,QLD,4660,575
Mount Magnet,WA,6638,575
Douglas Park,NSW,2569,574
Yerrinbool,NSW,2575,574
East Warburton,VIC,3799,574
Red Hill South,VIC,3937,574
Kilcunda,VIC,3995,574
Bundarra,NSW,2359,573
Camp Mountain,QLD,4520,573
Pambula Beach,NSW,2549,572
Dinner Plain,VIC,3898,572
Forest Hill,QLD,4342,572
Taroomball,QLD,4703,572
Mount Peter,QLD,4869,572
Rainbow,VIC,3424,570
Noarlunga Centre,SA,5168,570
Loxton North,SA,5333,570
St Huberts Island,NSW,2257,569
Glenrowan,VIC,3675,569
Wirrabara,SA,5481,569
San Remo,WA,6210,569
Mahomets Flats,WA,6530,569
Voyager Point,NSW,2172,567
Arndell Park,NSW,2148,566
Nords Wharf,NSW,2281,566
Richmond,QLD,4740,566
Dry Creek,SA,5094,566
Lilli Pilli,NSW,2536,565
Leigh Creek,SA,5731,565
Paxton,NSW,2325,564
Karoonda,SA,5307,564
Blackstone Heights,TAS,7250,564
Glenmaggie,VIC,3858,563
Julatten,QLD,4871,563
Binalong Bay,TAS,7216,563
Stuarts Point,NSW,2441,562
Bloomsbury,QLD,4799,562
Echunga,SA,5153,562
Braemar,NSW,2575,561
St Andrews,VIC,3761,560
Wudinna,SA,5652,560
Mallabula,NSW,2319,559
Boggabilla,NSW,2409,559
Minden,QLD,4311,559
Ocean View,QLD,4521,559
Widgee,QLD,4570,559
Habana,QLD,4740,559
Walla Walla,NSW,2659,558
Hodgson Vale,QLD,4352,558
Agnes Banks,NSW,2753,557
Lakelands,NSW,2282,556
Nana Glen,NSW,2450,556
Mossy Point,NSW,2537,556
Candelo,NSW,2550,556
Mulgrave,NSW,2756,556
Castle Hill,QLD,4810,556
Kalangadoo,SA,5278,556
Morawa,WA,6623,556
Murrays Beach,NSW,2281,555
Mount Pleasant,NSW,2519,555
Perth Airport,WA,6105,554
Rodd Point,NSW,2046,553
Rowes Bay,QLD,4810,553
College Grove,WA,6230,553
Carey Bay,NSW,2283,552
Eugowra,NSW,2806,552
Sea Lake,VIC,3533,552
Katunga,VIC,3640,552
Chillagoe,QLD,4871,552
Georgetown,QLD,4871,552
Hamilton North,NSW,2292,551
Mendooran,NSW,2842,551
Pyramid Hill,VIC,3575,551
Sassafras,VIC,3787,551
Compton,SA,5291,551
West Woombye,QLD,4559,550
Barmaryee,QLD,4703,550
Pelaw Main,NSW,2327,549
Kianga,NSW,2546,549
Koongamia,WA,6056,549
East Carnarvon,WA,6701,549
Myocum,NSW,2481,548
North Narooma,NSW,2546,548
Kurmond,NSW,2757,548
Manildra,NSW,2865,548
Menindee,NSW,2879,548
Glenore Grove,QLD,4342,548
Cootharaba,QLD,4565,548
Hawker,SA,5434,548
Muchea,WA,6501,548
Taralga,NSW,2580,547
Peterborough,VIC,3270,547
Condamine,QLD,4416,547
Tabulam,NSW,2469,546
Suttontown,SA,5291,546
Lilli Pilli,NSW,2229,545
Merrijig,VIC,3723,545
Qunaba,QLD,4670,545
Karumba,QLD,4891,545
Yarloop,WA,6218,545
Fishing Point,NSW,2283,544
Bow Bowing,NSW,2566,544
Harkaway,VIC,3806,544
Newhaven,VIC,3925,544
Glen Aplin,QLD,4381,543
Kensington,QLD,4670,543
Gulargambone,NSW,2828,542
Kureelpa,QLD,4560,542
Oakbank,SA,5243,542
Balingup,WA,6253,542
Mount Clarence,WA,6330,542
Green Head,WA,6514,542
Lucinda,QLD,4850,541
Fitzroy Crossing,WA,6765,541
Merewether Heights,NSW,2291,540
Langwarrin South,VIC,3911,540
Kin Kin,QLD,4571,540
Annangrove,NSW,2156,539
Shepparton East,VIC,3631,539
Erindale,SA,5066,539
Tennyson Point,NSW,2111,538
Dawes Point,NSW,2000,537
Ungarie,NSW,2669,537
Stonyfell,SA,5066,537
Hindmarsh Valley,SA,5211,537
North Moonta,SA,5558,537
Eudlo,QLD,4554,536
Sunshine Acres,QLD,4655,536
Armstrong Beach,QLD,4737,536
Pelican Point,WA,6230,535
Morgantown,WA,6701,535
Pyalong,VIC,3521,534
Willawong,QLD,4110,534
Benaraby,QLD,4680,534
Conondale,QLD,4552,533
Sapphire Central,QLD,4702,533
Penneshaw,SA,5222,533
Haywards Bay,NSW,2530,532
Picnic Bay,QLD,4819,532
Dudley Park,SA,5008,531
Karratha Industrial Estate,WA,6714,531
Grantham,QLD,4347,530
Ovingham,SA,5082,530
North Lake,WA,6163,530
Parklands,TAS,7320,530
Yarravel,NSW,2440,529
Kalaru,NSW,2550,529
Broughton,QLD,4820,529
Watsons Bay,NSW,2030,528
Wolumla,NSW,2550,528
O'malley,ACT,2606,528
Wycheproof,VIC,3527,528
Amity,QLD,4183,528
Wallangarra,QLD,4383,528
Kettering,TAS,7155,528
Tingha,NSW,2369,527
Mount Cottrell,VIC,3024,526
Mandurama,NSW,2792,525
Birchip,VIC,3483,525
Rubyvale,QLD,4702,525
Mckenzie Hill,VIC,3451,524
Shelly Beach,QLD,4551,524
Pacific Haven,QLD,4659,524
Kambalda East,WA,6442,524
North Isis,QLD,4660,523
Erowal Bay,NSW,2540,522
Medlow Bath,NSW,2780,522
Haddon,VIC,3351,522
Middle Cove,NSW,2068,521
Yellow Rock,NSW,2777,521
Blind Bight,VIC,3980,520
Kuttabul,QLD,4741,520
North Yunderup,WA,6208,520
Leeman,WA,6514,520
Sisters Beach,TAS,7321,520
Kotara South,NSW,2289,518
Mysterton,QLD,4812,518
Frewville,SA,5063,518
Gormans Hill,NSW,2795,517
Macarthur,ACT,2904,517
Thargomindah,QLD,4492,517
Arcadia,QLD,4819,517
Greens Beach,TAS,7270,517
Alyangula,NT,0885,516
Clunes,NSW,2480,516
Belli Park,QLD,4562,516
Guilderton,WA,6041,516
Whitby,WA,6123,516
Dowerin,WA,6461,516
Barmedman,NSW,2668,515
Trundle,NSW,2875,515
Skenes Creek,VIC,3233,515
Taradale,VIC,3447,515
Yandina Creek,QLD,4561,515
Veteran,QLD,4570,515
Yarrawonga,NT,0830,514
Kooyong,VIC,3144,514
Burrum Town,QLD,4659,514
Millaa Millaa,QLD,4886,514
Stanley,TAS,7331,514
Abercrombie,NSW,2795,513
Ashfield,QLD,4670,513
Forcett,TAS,7173,513
Balcolyn,NSW,2264,512
Hamilton East,NSW,2303,512
Tyers,VIC,3844,512
Tarwin Lower,VIC,3956,512
Church Point,NSW,2105,511
Coutts Crossing,NSW,2460,511
Purga,QLD,4306,511
Burwood Heights,NSW,2136,510
Hamilton Valley,NSW,2641,509
Cattai,NSW,2756,508
Exeter,TAS,7275,508
Nanum,QLD,4874,507
Peppermint Grove Beach,WA,6271,506
Chum Creek,VIC,3777,505
Injune,QLD,4454,505
Baralaba,QLD,4702,505
Ross Creek,VIC,3351,503
Younghusband,SA,5238,503
Cardup,WA,6122,503
Dunoon,NSW,2480,502
Barrack Point,NSW,2528,502
Bannockburn,QLD,4207,502
Peeramon,QLD,4885,502
Barellan,NSW,2665,501
Snake Valley,VIC,3351,501
Stanhope,VIC,3623,501
Barnawartha,VIC,3688,501
Jamieson,VIC,3723,501
Kangarilla,SA,5157,501
Bodalla,NSW,2545,500
Kangaroo Ground,VIC,3097,500
Don Valley,VIC,3139,500
Puckapunyal,VIC,3662,500
Yuleba,QLD,4427,500
Laverton,WA,6440,500
Bilbul,NSW,2680,499
Marcus Beach,QLD,4573,499
Pentland,QLD,4816,499
Broomehill Village,WA,6318,499
Wesburn,VIC,3799,498
Donnybrook,QLD,4510,498
The Palms,QLD,4570,498
The Caves,QLD,4702,498
Boulia,QLD,4829,498
Halifax,QLD,4850,498
Tintinara,SA,5266,498
Cossack,NT,0850,497
Scotland Island,NSW,2105,497
South Golden Beach,NSW,2483,497
Axedale,VIC,3551,497
Medindie,SA,5081,497
Direk,SA,5110,497
Ebenezer,NSW,2756,496
Kuridala,QLD,4824,496
Wedgefield,WA,6721,496
Kingswood,NSW,2340,495
Ardlethan,NSW,2665,495
Bunya Mountains,QLD,4405,495
One Mile,NSW,2316,494
Falls Creek,NSW,2540,494
Kenilworth,QLD,4574,494
Victory Heights,WA,6432,494
Macquarie Links,NSW,2565,493
Cedar Creek,QLD,4207,493
Clare,QLD,4807,493
Aldinga,SA,5173,492
Brinkin,NT,0810,491
Safety Beach,NSW,2456,490
Yelarbon,QLD,4388,490
Alligator Creek,QLD,4740,490
Aloomba,QLD,4871,490
Kulin,WA,6365,490
Brightwaters,NSW,2264,489
Theodore,QLD,4719,489
Warooka,SA,5577,489
Harrisville,QLD,4307,488
Julago,QLD,4816,488
West End,WA,6530,488
Bluff,QLD,4702,487
Wallabi Point,NSW,2430,486
Kalgan,WA,6330,486
Glenreagh,NSW,2450,485
Nerrina,VIC,3350,485
Augathella,QLD,4477,485
Yanco,NSW,2703,484
Poowong,VIC,3988,483
Elliston,SA,5670,483
Brigadoon,WA,6069,482
Mount Johns,NT,0874,481
Kyeemagh,NSW,2216,481
Bowning,NSW,2582,481
Mount Torrens,SA,5244,481
Sawyers Valley,WA,6074,481
Meckering,WA,6405,481
Koolewong,NSW,2256,480
Ashford,NSW,2361,480
Panton Hill,VIC,3759,480
Aeroglen,QLD,4870,480
Truro,SA,5356,480
Cuballing,WA,6311,480
Darkan,WA,6392,480
Matcham,NSW,2250,479
Hepburn,VIC,3461,479
Wallumbilla,QLD,4428,479
Abergowrie,QLD,4850,479
New Berrima,NSW,2577,478
Maryvale,QLD,4370,478
Deepdale,WA,6532,478
Louth Park,NSW,2320,477
Wattle Ponds,NSW,2330,477
Emmaville,NSW,2371,477
Minnamurra,NSW,2533,477
Meredith,VIC,3333,477
Hackney,SA,5069,477
Badu Island,QLD,4875,476
Gumeracha,SA,5233,476
Roelands,WA,6226,476
The Gardens,NT,0820,475
Wombarra,NSW,2515,475
Nulkaba,NSW,2325,474
Bungonia,NSW,2580,474
Lockington,VIC,3563,474
Eton,QLD,4741,474
Brooklyn,NSW,2083,473
Nowra Hill,NSW,2540,473
Sunlands,SA,5322,473
Gnarabup,WA,6285,473
Nundle,NSW,2340,472
West Ipswich,QLD,4305,472
Glanville,SA,5015,472
Strathalbyn,WA,6530,472
Grindelwald,TAS,7277,472
Cudgen,NSW,2487,471
Goovigen,QLD,4702,471
Nelson,VIC,3292,469
Portland North,VIC,3305,469
Tallarook,VIC,3659,469
Wowan,QLD,4702,469
Woodrising,NSW,2284,468
Balnarring Beach,VIC,3926,468
Carnamah,WA,6517,468
North Wagga Wagga,NSW,2650,467
Beerburrum,QLD,4517,467
Riverglades,SA,5253,467
Napperby,SA,5540,467
Neerabup,WA,6031,467
Lewisham,TAS,7173,467
Adare,QLD,4343,466
Orangeville,NSW,2570,465
Welby,NSW,2575,465
Lake Wyangan,NSW,2680,465
Nathan,QLD,4111,465
Farleigh,QLD,4741,465
Bilpin,NSW,2758,464
Hepburn Springs,VIC,3461,464
Rosedale,NSW,2536,463
Lower Portland,NSW,2756,463
K'gari,QLD,4581,463
Urrbrae,SA,5064,463
Kwinana Town Centre,WA,6167,463
Lake Clifton,WA,6215,463
Koorawatha,NSW,2807,462
Buxton,VIC,3711,462
Basin Pocket,QLD,4305,462
Banjup,WA,6164,462
Windellama,NSW,2580,461
Pakenham Upper,VIC,3810,461
Millaroo,QLD,4807,461
Vista,SA,5091,461
Evanston South,SA,5116,461
Broadwood,WA,6430,461
Chadwick,WA,6450,461
Redridge,QLD,4660,460
Mirriwinni,QLD,4871,460
Clinton,SA,5570,460
Cooee,TAS,7320,459
Waratah,TAS,7321,459
Ross,NT,0873,458
Cambewarra Village,NSW,2540,458
Springton,SA,5235,458
Wingello,NSW,2579,457
Marengo,VIC,3233,457
Moresby,WA,6530,457
Port Albert,VIC,3971,456
Bluewater Park,QLD,4818,456
Wondecla,QLD,4887,456
Frankland River,WA,6396,456
Port Arthur,TAS,7182,456
Cecil Park,NSW,2178,455
Pilliga,NSW,2388,455
Razorback,NSW,2571,455
Strathmore Heights,VIC,3041,455
Upper Sturt,SA,5156,455
Dwellingup,WA,6213,455
Warrenheip,VIC,3352,454
Port Neill,SA,5604,454
Lake Grace,WA,6353,454
Lockwood South,VIC,3551,453
Carmila,QLD,4739,453
Owen,SA,5460,453
Barangaroo,NSW,2000,452
Woolwich,NSW,2110,452
Wasleys,SA,5400,452
Blyth,SA,5462,452
Narrawong,VIC,3285,451
Ilfracombe,QLD,4727,451
One Tree Hill,SA,5114,451
Lachlan,TAS,7140,451
Berry Springs,NT,0838,450
Kiama Heights,NSW,2533,450
Brooklands,QLD,4615,450
Gawler Belt,SA,5118,450
Cadell,SA,5321,450
East Rockingham,WA,6168,450
Lovedale,NSW,2325,449
Menangle Park,NSW,2563,449
Loch,VIC,3945,449
Upper Brookfield,QLD,4069,449
Coalfalls,QLD,4305,449
Dugandan,QLD,4310,449
Jericho,QLD,4728,449
Clareville,NSW,2107,448
Toolern Vale,VIC,3337,448
Moa Island,QLD,4875,448
Myponga,SA,5202,448
Wooroloo,WA,6558,448
Taylors Beach,NSW,2316,447
The Patch,VIC,3792,447
Southern Cross,QLD,4820,447
Coondle,WA,6566,447
Murdunna,TAS,7178,447
Lilydale,TAS,7268,447
Mount Kembla,NSW,2526,446
Jeparit,VIC,3423,446
Amberley,QLD,4306,446
Grandchester,QLD,4340,446
Stony Rise,TAS,7310,446
Anakie,VIC,3213,445
The Honeysuckles,VIC,3851,445
Torbanlea,QLD,4662,445
Mingenew,WA,6522,445
Tolmie,VIC,3723,444
Muttaburra,QLD,4732,444
Mission River,QLD,4874,444
Doomadgee,QLD,4830,443
Swan Reach,SA,5354,443
Morangup,WA,6083,443
Port Hacking,NSW,2229,442
Tarcutta,NSW,2652,442
Carcoar,NSW,2791,442
Teringie,SA,5072,442
Wyalkatchem,WA,6485,442
North Macksville,NSW,2447,441
Goughs Bay,VIC,3723,441
Chittaway Point,NSW,2261,440
Raleigh,NSW,2454,440
Guanaba,QLD,4210,440
Sandstone,WA,6639,440
Beechwood,NSW,2446,439
Captains Flat,NSW,2623,439
Bulla,VIC,3428,439
Gruyere,VIC,3770,439
Kandanga,QLD,4570,439
Wellesley Islands,QLD,4892,439
Loveday,SA,5345,439
Black Point,SA,5571,439
Vacy,NSW,2421,438
Woollamia,NSW,2540,438
Bradfield,NSW,2556,438
Nyah West,VIC,3595,438
Speewah,QLD,4881,438
Gabbadah,WA,6041,438
Orange Grove,WA,6109,438
Failford,NSW,2430,437
Gillman,SA,5013,437
Fingal Head,NSW,2487,436
Kyle Bay,NSW,2221,435
Wongarbon,NSW,2831,435
Woorabinda,QLD,4713,435
Laguna Quays,QLD,4800,435
Sandgate,NSW,2304,434
Tamaree,QLD,4570,434
Rosny,TAS,7018,434
Greenhills Beach,NSW,2230,433
Aldershot,QLD,4650,433
Greenvale,QLD,4816,433
Rangewood,QLD,4817,433
Westonia,WA,6423,433
Minyip,VIC,3392,432
